rollout/ep_rew_mean,time/episodes,rollout/success_rate,train/critic_loss,train/ent_coef,train/alpha_loss,train/actor_loss
-47.46296296296296,53,0.07407407407407407,0.19378970563411713,0.6243751645088196,-2.338108777999878,-2.5376734733581543
-47.50909090909091,54,0.07272727272727272,0.17654940485954285,0.6150752305984497,-2.4023234844207764,-2.3302059173583984
-47.125,55,0.08928571428571429,0.20610880851745605,0.6101133823394775,-2.443601608276367,-2.221217393875122
-47.175438596491226,56,0.08771929824561403,0.1696542203426361,0.60102379322052,-2.5228214263916016,-2.011253833770752
-47.224137931034484,57,0.08620689655172414,0.14003871381282806,0.5920680165290833,-2.599482536315918,-1.8070216178894043
-47.271186440677965,58,0.0847457627118644,0.11555629968643188,0.5832443237304688,-2.6759753227233887,-1.6142909526824951
-47.31666666666667,59,0.08333333333333333,0.11092457175254822,0.5745519399642944,-2.7457456588745117,-1.4342060089111328
-47.36065573770492,60,0.08196721311475409,0.1139393299818039,0.5659886002540588,-2.8371763229370117,-1.2049012184143066
-46.83870967741935,61,0.0967741935483871,0.09451859444379807,0.5632755160331726,-2.84859037399292,-1.173633098602295
-46.888888888888886,62,0.09523809523809523,0.11396290361881256,0.5548791289329529,-2.9241185188293457,-0.991156816482544
-46.171875,63,0.109375,0.09971269220113754,0.5545458793640137,-2.9218389987945557,-0.9655203819274902
,,,0.10989923030138016,0.5484174489974976,-2.970912456512451,-0.8644919991493225
-46.23076923076923,64,0.1076923076923077,0.0865187793970108,0.5462802648544312,-3.0211825370788574,-0.8551576733589172
-46.28787878787879,65,0.10606060606060606,0.07579304277896881,0.5381388068199158,-3.0789215564727783,-0.6230394840240479
-46.343283582089555,66,0.1044776119402985,0.07241268455982208,0.5301186442375183,-3.1505773067474365,-0.4381623864173889
-45.76470588235294,67,0.11764705882352941,0.07098135352134705,0.5288461446762085,-3.175753116607666,-0.4321705996990204
-45.82608695652174,68,0.11594202898550725,0.06648288667201996,0.5209631323814392,-3.245190143585205,-0.2547604441642761
-45.885714285714286,69,0.11428571428571428,0.06449204683303833,0.51319819688797,-3.3173024654388428,-0.08333013951778412
-45.816901408450704,70,0.1267605633802817,0.058357059955596924,0.5067650079727173,-3.39341402053833,0.05121183767914772
-45.875,71,0.125,0.06405922025442123,0.4992116093635559,-3.459569215774536,0.21366235613822937
-45.93150684931507,72,0.1232876712328767,0.07428200542926788,0.49177077412605286,-3.541321277618408,0.337894082069397
-45.986486486486484,73,0.12162162162162163,0.07796447724103928,0.4844405949115753,-3.6143155097961426,0.5134601593017578
-45.586666666666666,74,0.13333333333333333,0.05757070332765579,0.4819740056991577,-3.6221635341644287,0.6141384840011597
-45.64473684210526,75,0.13157894736842105,0.061395131051540375,0.4747900664806366,-3.7216074466705322,0.7802379727363586
-45.05194805194805,76,0.14285714285714285,0.06747475266456604,0.47464749217033386,-3.7122879028320312,0.7316306829452515
,,,0.07806265354156494,0.47194764018058777,-3.7436747550964355,0.8000668883323669
-45.11538461538461,77,0.14102564102564102,0.07301128655672073,0.46757474541664124,-3.7841901779174805,0.9038331508636475
-45.177215189873415,78,0.13924050632911392,0.06879307329654694,0.4606069326400757,-3.8549752235412598,1.1267204284667969
-45.2375,79,0.1375,0.06833755224943161,0.4537474811077118,-3.9288787841796875,1.2863832712173462
-44.839506172839506,80,0.14814814814814814,0.0732312798500061,0.45184361934661865,-3.957343101501465,1.3280677795410156
-44.90243902439025,81,0.14634146341463414,0.10995107889175415,0.4451137185096741,-4.030696868896484,1.4958267211914062
-44.963855421686745,82,0.14457831325301204,0.15493571758270264,0.4384854733943939,-4.092583179473877,1.6958179473876953
-45.023809523809526,83,0.14285714285714285,0.19449356198310852,0.4319611191749573,-4.187802314758301,1.9022932052612305
-45.082352941176474,84,0.1411764705882353,0.11684650182723999,0.425532728433609,-4.245260238647461,2.061918258666992
-45.13953488372093,85,0.13953488372093023,0.14607711136341095,0.4192027747631073,-4.327664375305176,2.2848944664001465
-45.195402298850574,86,0.13793103448275862,0.158544659614563,0.4129684865474701,-4.394786834716797,2.485294818878174
-45.03409090909091,87,0.14772727272727273,0.19894398748874664,0.4090278744697571,-4.439103126525879,2.608078956604004
,,,0.2482825219631195,0.40621811151504517,-4.457821846008301,2.7272884845733643
